Name,Pos,half_ppr,full_ppr
Kareem Hunt,RB,6,6
Tyjae Spears,RB,2,5
Kenneth Gainwell,RB,2,4
Tyrone Tracy Jr.,RB,1,4
Emari Demercado,RB,1,3
Rico Dowdle,RB,2,3
Blake Corum,RB,2,2
Chris Rodriguez,RB,4,2
Brashard Smith,RB,-4,0
Kendre Miller,RB,0,0
Jaydon Blue,RB,-6,-1
Ollie Gordon II,RB,0,-1
Tyler Allgeier,RB,-1,-1
Brian Robinson Jr.,RB,-3,-2
Sean Tucker,RB,-3,-2
Kyle Monangai,RB,-5,-3
Joe Mixon,RB,-7,-4
Justice Hill,RB,-8,-4
Dylan Sampson,RB,-9,-5
Miles Sanders,RB,-9,-6
Isaiah Davis,RB,-10,-7
Ray Davis,RB,-8,-7
Jeremy McNichols,RB,-14,-9
Devin Singletary,RB,-13,-10
Jaylen Wright,RB,-11,-10
Jerome Ford,RB,-15,-10
Michael Carter,RB,-11,-10
Ty Johnson,RB,-13,-10
MarShawn Lloyd,RB,-15,-12
DJ Giddens,RB,-16,-13
Hassan Haskins,RB,-16,-14
Tahj Brooks,RB,-17,-15
Will Shipley,RB,-17,-15
Braelon Allen,RB,-19,-16
Antonio Gibson,RB,-20,-17
Devin Neal,RB,-19,-17
LeQuint Allen,RB,-22,-17
Emanuel Wilson,RB,-21,-18
Kaleb Johnson,RB,-23,-19
Roschon Johnson,RB,-23,-19
Zavier Scott,RB,-21,-19
A.J. Dillon,RB,-23,-20
Elijah Mitchell,RB,-23,-20
Phil Mafah,RB,-22,-20
Raheem Mostert,RB,-23,-20
Tyler Badie,RB,-24,-20
Dare Ogunbowale,RB,-25,-21
Jordan James,RB,-24,-21
Julius Chestnut,RB,-23,-21
Raheim Sanders,RB,-25,-21
Christopher Brooks,RB,-25,-22
Jarquez Hunter,RB,-27,-24
Tyler Goodson,RB,-28,-24
Kalel Mullings,RB,-29,-26
Ty Chandler,RB,-29,-26
Dylan Laube,RB,-31,-27
Zamir White,RB,-31,-27
Trevor Etienne,RB,-31,-28
Jaleel McLaughlin,RB,-34,-31
Cam Akers,RB,-37,-34
Eric Gray,RB,-37,-34
Damien Martinez,RB,-40,-35
Kimani Vidal,RB,-39,-35
Samaje Perine,RB,-40,-35
Donovan Edwards,RB,-40,-36
Zonovan Knight,RB,-40,-36
Puka Nacua,WR,100,100
Justin Jefferson,WR,83,81
Amon-Ra St. Brown,WR,75,76
Nico Collins,WR,75,73
CeeDee Lamb,WR,68,66
Jaxon Smith-Njigba,WR,64,64
Rome Odunze,WR,55,53
A.J. Brown,WR,55,51
Drake London,WR,51,50
Garrett Wilson,WR,48,50
Rashee Rice,WR,48,49
Davante Adams,WR,48,46
Tetairoa McMillan,WR,47,45
Jaylen Waddle,WR,44,44
D.K. Metcalf,WR,45,41
Ja'Marr Chase,WR,42,41
Emeka Egbuka,WR,42,40
Zay Flowers,WR,41,38
Deebo Samuel,WR,39,37
Mike Evans,WR,41,37
Xavier Worthy,WR,38,37
Chris Olave,WR,35,35
George Pickens,WR,39,35
Brian Thomas Jr.,WR,36,34
Courtland Sutton,WR,38,34
DeVonta Smith,WR,34,34
Marvin Harrison Jr.,WR,39,34
Jakobi Meyers,WR,33,33
Quentin Johnston,WR,37,33
Chris Godwin,WR,30,31
Jordan Addison,WR,33,30
Keenan Allen,WR,30,30
Ricky Pearsall,WR,33,30
Jameson Williams,WR,36,29
Ladd McConkey,WR,30,29
Michael Pittman Jr.,WR,28,29
Terry McLaurin,WR,29,26
Stefon Diggs,WR,26,25
Jerry Jeudy,WR,25,24
Wan'Dale Robinson,WR,19,24
D.J. Moore,WR,25,23
Keon Coleman,WR,26,22
Khalil Shakir,WR,21,21
Tee Higgins,WR,23,21
Romeo Doubs,WR,21,19
Travis Hunter,WR,21,19
Darnell Mooney,WR,20,18
Jauan Jennings,WR,20,18
Josh Downs,WR,14,14
Matthew Golden,WR,18,14
Tre Tucker,WR,17,14
Marquise Brown,WR,12,12
Cooper Kupp,WR,12,11
Darius Slayton,WR,13,10
Elic Ayomanor,WR,12,10
Troy Franklin,WR,12,10
Tory Horton,WR,12,9
Calvin Ridley,WR,8,7
Marvin Mims Jr.,WR,9,7
Joshua Palmer,WR,7,6
Cedric Tillman,WR,7,5
Christian Kirk,WR,7,5
Jalen Coker,WR,7,5
Isaiah Bond,WR,6,3
Rashid Shaheed,WR,1,1
Rashod Bateman,WR,5,1
Tre Harris,WR,4,1
Brandon Aiyuk,WR,2,0
Dontayvion Wicks,WR,3,0
Jayden Higgins,WR,3,0
Malik Washington,WR,0,0
Russell Gage,WR,0,0
Calvin Austin III,WR,0,-1
Michael Wilson,WR,0,-1
Sterling Shepard,WR,0,-1
Alec Pierce,WR,1,-2
Demario Douglas,WR,-3,-2
Xavier Legette,WR,-2,-5
Kayshon Boutte,WR,-3,-6
Isaac TeSlaa,WR,-5,-8
Dyami Brown,WR,-6,-9
KaVontae Turpin,WR,-4,-9
Dont'e Thornton Jr.,WR,-9,-13
Tyquan Thornton,WR,-10,-13
Jalen McMillan,WR,-11,-14
Jalin Hyatt,WR,-11,-14
Christian Watson,WR,-11,-15
Luther Burden III,WR,-12,-15
DeAndre Hopkins,WR,-14,-16
Nick Westbrook-Ikhine,WR,-13,-16
Noah Brown,WR,-15,-17
Tutu Atwell,WR,-15,-17
Andrei Iosivas,WR,-14,-18
Devaughn Vele,WR,-18,-19
Jalen Nailor,WR,-16,-19
Mack Hollins,WR,-16,-19
Pat Bryant,WR,-16,-19
Adam Thielen,WR,-18,-20
Luke McCaffrey,WR,-18,-20
Parker Washington,WR,-17,-20
Tyler Lockett,WR,-19,-21
Van Jefferson,WR,-19,-22
Brandin Cooks,WR,-21,-23
Josh Reynolds,WR,-20,-23
Jalen Tolbert,WR,-22,-24
Jamari Thrash,WR,-22,-24
Xavier Hutchinson,WR,-21,-24
Jack Bech,WR,-22,-25
Elijah Moore,WR,-24,-26
Ray-Ray McCloud,WR,-25,-26
Chimere Dike,WR,-23,-27
Jaylin Lane,WR,-24,-27
Jordan Whittington,WR,-24,-27
Demarcus Robinson,WR,-25,-28
Kyle Williams,WR,-25,-28
Olamide Zaccheaus,WR,-25,-28
Adonai Mitchell,WR,-26,-29
Jalen Royals,WR,-25,-29
Devontez Walker,WR,-27,-30
Kalif Raymond,WR,-29,-31
Roman Wilson,WR,-29,-31
Tyler Johnson,WR,-30,-31
Arian Smith,WR,-28,-32
Jonathan Mingo,WR,-31,-32
JuJu Smith-Schuster,WR,-29,-32
Zay Jones,WR,-29,-32
Tez Johnson,WR,-32,-34
Gabriel Davis,WR,-32,-36
Hunter Renfrow,WR,-34,-37
Jermaine Burton,WR,-33,-37
KeAndre Lambert-Smith,WR,-33,-37
Marquez Valdes-Scantling,WR,-32,-37
Allen Lazard,WR,-35,-38
Curtis Samuel,WR,-34,-38
Jordan Watkins,WR,-36,-38
Tim Patrick,WR,-36,-39
Jahan Dotson,WR,-37,-40
Jake Bobo,WR,-38,-40
John Metchie,WR,-38,-41
Savion Williams,WR,-37,-41
Mason Tipton,WR,-38,-42
Jaylin Noel,WR,-40,-44
Justin Watson,WR,-40,-44
Malik Heath,WR,-42,-45
Ashton Dulin,WR,-44,-46
Derius Davis,WR,-42,-46
Greg Dortch,WR,-43,-46
Ricky White,WR,-43,-46
Skyy Moore,WR,-43,-46
Bo Melton,WR,-45,-47
Tyler Scott,WR,-46,-50
Cedrick Wilson,WR,-47,-51
David Bell,WR,-47,-51
Kaden Prather,WR,-49,-51
Kobe Hudson,WR,-48,-51
Michael Woods II,WR,-48,-51
Ryan Flournoy,WR,-48,-51
Ryan Miller,WR,-48,-51
Casey Washington,WR,-48,-52
KhaDarel Hodge,WR,-49,-52
Dominic Lovett,WR,-49,-53
Jalen Brooks,WR,-51,-54
Antwane Wells Jr.,WR,-52,-55
Konata Mumpfield,WR,-52,-55
DJ Turner,WR,-52,-56
Kendrick Bourne,WR,-54,-57
Chris Moore,WR,-58,-62
Brycen Tremayne,WR,-59,-63
Tylan Wallace,WR,-60,-63
Beaux Collins,WR,-60,-64
D'Wayne Eskridge,WR,-60,-64
Trent Sherfield,WR,-60,-64
Tyrell Shavers,WR,-60,-64
Trey McBride,TE,49,50
Brock Bowers,TE,49,48
George Kittle,TE,37,33
Tyler Warren,TE,35,33
Tucker Kraft,TE,35,32
Jake Ferguson,TE,28,29
Hunter Henry,TE,27,26
Sam LaPorta,TE,28,25
Juwan Johnson,TE,25,23
Brenton Strange,TE,21,20
Dallas Goedert,TE,21,19
T.J. Hockenson,TE,20,19
Travis Kelce,TE,19,19
Kyle Pitts,TE,20,18
Zach Ertz,TE,21,18
Dalton Kincaid,TE,19,16
Mark Andrews,TE,18,14
Harold Fannin Jr.,TE,13,11
Darren Waller,TE,12,10
Isaiah Likely,TE,14,10
David Njoku,TE,9,7
Mason Taylor,TE,9,7
Evan Engram,TE,6,5
Theo Johnson,TE,8,5
Chigoziem Okonkwo,TE,2,0
Jonnu Smith,TE,3,0
Pat Freiermuth,TE,3,0
Tommy Tremble,TE,2,0
Dalton Schultz,TE,0,-2
Cade Otton,TE,-4,-7
Cole Kmet,TE,-5,-8
Colston Loveland,TE,-7,-10
Elijah Arroyo,TE,-7,-11
Noah Fant,TE,-9,-12
Oronde Gadsden II,TE,-9,-13
AJ Barner,TE,-12,-14
Mike Gesicki,TE,-11,-15
Michael Mayer,TE,-13,-17
Tyler Higbee,TE,-14,-17
Davis Allen,TE,-15,-18
Tyler Conklin,TE,-16,-19
Noah Gray,TE,-15,-20
Will Dissly,TE,-17,-20
Austin Hooper,TE,-18,-21
Ja'Tavion Sanders,TE,-17,-21
Taysom Hill,TE,-15,-22
Jake Tonges,TE,-20,-23
Terrance Ferguson,TE,-19,-23
Darnell Washington,TE,-19,-24
Gunnar Helm,TE,-21,-24
Luke Musgrave,TE,-20,-24
Dawson Knox,TE,-21,-25
Foster Moreau,TE,-21,-25
Ben Sinnott,TE,-24,-26
Luke Schoonmaker,TE,-28,-32
Harrison Bryant,TE,-28,-33
Mitchell Evans,TE,-29,-34
Cade Stover,TE,-31,-35
Drew Sample,TE,-32,-35
Elijah Higgins,TE,-31,-35
Grant Calcaterra,TE,-32,-36
Stone Smartt,TE,-31,-36
Daniel Bellinger,TE,-34,-38
Lucas Krull,TE,-33,-38
Adam Trautman,TE,-34,-39
Jeremy Ruckert,TE,-34,-39
Johnny Mundt,TE,-35,-39
Josh Oliver,TE,-34,-39
Julian Hill,TE,-35,-39
Kylen Granson,TE,-35,-39
Brock Wright,TE,-35,-40
Jake Briningstool,TE,-36,-40
Jelani Woods,TE,-35,-40
Tip Reiman,TE,-36,-40
Caleb Lohner,TE,-36,-41
Charlie Kolar,TE,-36,-41
Colby Parkinson,TE,-36,-41
Jackson Hawes,TE,-36,-41
Tanner Conner,TE,-36,-41
Andrew Ogletree,TE,-37,-42
Charlie Woerner,TE,-38,-42
Devin Culp,TE,-37,-42
Tanner McLachlan,TE,-37,-42
Jared Wiley,TE,-39,-43
Mo Alie-Cox,TE,-38,-43
Will Mallory,TE,-38,-43
Brevyn Spann-Ford,TE,-40,-44
John Bates,TE,-39,-44
Nate Adkins,TE,-40,-44
Payne Durham,TE,-39,-44
Moliki Matavao,TE,-40,-45
Thomas Fidone II,TE,-41,-45
Durham Smythe,TE,-42,-47
Gavin Bartholomew,TE,-42,-47
Connor Heyward,TE,-43,-48
Robbie Ouzts,TE,-43,-48
Josh Whyle,TE,-48,-53
Hunter Long,TE,-49,-54
Joshua Simon,TE,-49,-54
Luke Lachey,TE,-49,-54
