Name,Pos,half_ppr,full_ppr
Alvin Kamara,RB,11,14
Kimani Vidal,RB,11,14
Kenneth Gainwell,RB,8,13
Rhamondre Stevenson,RB,10,13
Devin Neal,RB,9,12
Jordan Mason,RB,10,11
Sean Tucker,RB,9,11
Tyler Allgeier,RB,10,11
Chuba Hubbard,RB,6,10
Rachaad White,RB,6,10
Zonovan Knight,RB,8,10
Emanuel Wilson,RB,8,9
Isaiah Davis,RB,6,9
Nick Chubb,RB,7,9
Devin Singletary,RB,5,8
Ollie Gordon II,RB,6,8
Brashard Smith,RB,3,7
Dylan Sampson,RB,3,7
Jaleel McLaughlin,RB,5,7
Jacory Croskey-Merritt,RB,3,5
Keaton Mitchell,RB,1,4
Michael Carter,RB,2,4
Tank Bigsby,RB,3,4
Samaje Perine,RB,-1,1
George Holani,RB,0,0
Jeremy McNichols,RB,-4,-1
Jerome Ford,RB,-5,-1
Brian Robinson Jr.,RB,-3,-2
Braelon Allen,RB,-5,-3
Ty Johnson,RB,-5,-3
Kaleb Johnson,RB,-9,-6
Ray Davis,RB,-8,-6
LeQuint Allen,RB,-10,-7
Raheem Mostert,RB,-9,-7
Tyler Badie,RB,-10,-7
Jaylen Wright,RB,-9,-8
A.J. Dillon,RB,-11,-10
Christopher Brooks,RB,-12,-10
Jarquez Hunter,RB,-12,-10
Jaydon Blue,RB,-12,-10
Will Shipley,RB,-11,-10
Jordan James,RB,-12,-11
Emari Demercado,RB,-13,-12
Kalel Mullings,RB,-14,-12
Malik Davis,RB,-12,-12
Roschon Johnson,RB,-13,-12
Tahj Brooks,RB,-13,-12
DJ Giddens,RB,-14,-13
Justice Hill,RB,-15,-13
Terrell Jennings,RB,-15,-13
Tyler Goodson,RB,-14,-13
Zamir White,RB,-15,-13
Dylan Laube,RB,-15,-14
Hassan Haskins,RB,-16,-14
Julius Chestnut,RB,-15,-14
Dare Ogunbowale,RB,-16,-15
Jaret Patterson,RB,-17,-15
MarShawn Lloyd,RB,-16,-15
Raheim Sanders,RB,-16,-15
Rasheen Ali,RB,-16,-15
Trevor Etienne,RB,-18,-16
Ameer Abdullah,RB,-18,-17
Damien Martinez,RB,-19,-17
Audric Estime,RB,-18,-18
Cam Akers,RB,-19,-18
Trayveon Williams,RB,-19,-18
Ty Chandler,RB,-19,-18
Donovan Edwards,RB,-20,-19
Eric Gray,RB,-19,-19
Jaxon Smith-Njigba,WR,90,99
Ja'Marr Chase,WR,82,94
Puka Nacua,WR,78,91
CeeDee Lamb,WR,77,89
Amon-Ra St. Brown,WR,74,87
George Pickens,WR,64,71
Davante Adams,WR,56,64
Rashee Rice,WR,53,63
Nico Collins,WR,53,60
Jaylen Waddle,WR,51,59
Chris Olave,WR,37,43
Emeka Egbuka,WR,37,43
Ladd McConkey,WR,36,42
Zay Flowers,WR,36,40
DeVonta Smith,WR,33,38
Drake London,WR,33,37
A.J. Brown,WR,31,35
Michael Pittman Jr.,WR,29,34
Marvin Harrison Jr.,WR,27,30
Justin Jefferson,WR,26,29
Tee Higgins,WR,26,29
Brian Thomas Jr.,WR,26,28
Rome Odunze,WR,23,25
Deebo Samuel,WR,21,24
Jameson Williams,WR,25,24
Tetairoa McMillan,WR,20,24
Courtland Sutton,WR,23,23
Terry McLaurin,WR,20,23
Troy Franklin,WR,20,22
Khalil Shakir,WR,16,21
Quentin Johnston,WR,20,21
Wan'Dale Robinson,WR,14,21
Christian Watson,WR,17,18
Stefon Diggs,WR,15,18
D.K. Metcalf,WR,15,16
Alec Pierce,WR,16,15
Jakobi Meyers,WR,14,15
Romeo Doubs,WR,14,15
D.J. Moore,WR,11,13
Jauan Jennings,WR,11,13
Michael Wilson,WR,10,13
Xavier Worthy,WR,12,13
Jayden Higgins,WR,11,12
Parker Washington,WR,10,12
Luther Burden III,WR,10,11
Tre Tucker,WR,11,10
Chimere Dike,WR,8,9
Chris Godwin,WR,8,9
Jordan Addison,WR,9,9
Darnell Mooney,WR,7,7
Elic Ayomanor,WR,7,7
Pat Bryant,WR,7,7
Jayden Reed,WR,7,6
Ricky Pearsall,WR,6,6
Kayshon Boutte,WR,6,4
Keenan Allen,WR,3,4
Mike Evans,WR,4,4
Josh Downs,WR,2,3
Cooper Kupp,WR,1,2
Jerry Jeudy,WR,1,1
Tez Johnson,WR,2,1
Rashid Shaheed,WR,0,0
Russell Gage,WR,0,0
Garrett Wilson,WR,-1,-2
Andrei Iosivas,WR,-2,-4
Calvin Austin III,WR,-2,-4
Marquise Brown,WR,-3,-4
Cedric Tillman,WR,-4,-5
Malik Washington,WR,-5,-5
Matthew Golden,WR,-2,-5
Darius Slayton,WR,-3,-6
Christian Kirk,WR,-6,-7
Greg Dortch,WR,-7,-7
John Metchie,WR,-6,-7
Tyler Lockett,WR,-5,-7
Mack Hollins,WR,-5,-8
Jaylin Noel,WR,-9,-10
Sterling Shepard,WR,-11,-11
Tre Harris,WR,-8,-11
Dontayvion Wicks,WR,-10,-12
KaVontae Turpin,WR,-8,-12
Demario Douglas,WR,-13,-14
Joshua Palmer,WR,-10,-14
Xavier Legette,WR,-11,-14
JuJu Smith-Schuster,WR,-13,-15
Adonai Mitchell,WR,-13,-16
Devaughn Vele,WR,-15,-16
Isaac TeSlaa,WR,-12,-16
Keon Coleman,WR,-13,-16
Chris Moore,WR,-13,-17
Isaiah Bond,WR,-13,-17
Marvin Mims Jr.,WR,-15,-18
Jordan Whittington,WR,-15,-19
DeAndre Hopkins,WR,-17,-20
Van Jefferson,WR,-18,-22
Jalen Coker,WR,-20,-24
Jaylin Lane,WR,-21,-25
Rashod Bateman,WR,-18,-25
Tyrell Shavers,WR,-21,-26
Kendrick Bourne,WR,-23,-27
Jack Bech,WR,-23,-28
Nick Westbrook-Ikhine,WR,-23,-29
Dyami Brown,WR,-25,-30
Gabriel Davis,WR,-24,-30
David Sills V,WR,-26,-31
Ryan Flournoy,WR,-26,-31
Dont'e Thornton Jr.,WR,-26,-33
Kyle Williams,WR,-27,-33
Jalen Nailor,WR,-27,-34
Josh Reynolds,WR,-28,-34
Olamide Zaccheaus,WR,-30,-35
Xavier Smith,WR,-30,-36
Jalen McMillan,WR,-31,-37
Roman Wilson,WR,-30,-37
Xavier Hutchinson,WR,-32,-37
Jalin Hyatt,WR,-34,-40
Mason Tipton,WR,-34,-40
Elijah Moore,WR,-34,-41
Jamari Thrash,WR,-35,-42
Noah Brown,WR,-34,-42
Tyler Johnson,WR,-35,-42
Arian Smith,WR,-36,-44
Jalen Tolbert,WR,-38,-45
Jahan Dotson,WR,-38,-46
Kalif Raymond,WR,-40,-46
Tyquan Thornton,WR,-38,-46
Tutu Atwell,WR,-39,-47
Jermaine Burton,WR,-40,-48
KeAndre Lambert-Smith,WR,-41,-48
Adam Thielen,WR,-43,-51
Allen Lazard,WR,-43,-51
Kameron Johnson,WR,-43,-51
Ray-Ray McCloud,WR,-43,-51
Tory Horton,WR,-43,-51
Curtis Samuel,WR,-43,-52
Jake Bobo,WR,-43,-52
Devontez Walker,WR,-43,-53
Jalen Royals,WR,-46,-54
Marquez Valdes-Scantling,WR,-45,-54
Jimmy Horn Jr.,WR,-46,-55
Savion Williams,WR,-44,-55
Beaux Collins,WR,-46,-56
Bo Melton,WR,-49,-56
Jonathan Mingo,WR,-47,-56
Demarcus Robinson,WR,-48,-57
Ricky White,WR,-49,-57
Ashton Dulin,WR,-52,-59
Tim Patrick,WR,-50,-59
Cedrick Wilson,WR,-51,-60
Derius Davis,WR,-50,-60
KhaDarel Hodge,WR,-50,-60
Justin Watson,WR,-50,-61
Malik Heath,WR,-50,-61
Mitchell Tinsley,WR,-52,-62
Brandon Aiyuk,WR,-53,-63
Dominic Lovett,WR,-53,-63
Michael Woods II,WR,-53,-63
Jordan Watkins,WR,-54,-64
Kaden Prather,WR,-54,-64
Isaiah Hodgins,WR,-56,-65
Kobe Hudson,WR,-55,-65
Konata Mumpfield,WR,-55,-65
Ryan Miller,WR,-55,-65
Casey Washington,WR,-56,-66
Jalen Brooks,WR,-55,-66
Robbie Chosen,WR,-55,-66
Tyler Scott,WR,-57,-67
DJ Turner,WR,-58,-68
Isaiah Williams,WR,-57,-68
Xavier Weaver,WR,-57,-68
Hunter Renfrow,WR,-59,-70
Malachi Corley,WR,-60,-70
Skyy Moore,WR,-62,-72
Tylan Wallace,WR,-61,-72
Xavier Restrepo,WR,-60,-72
Andre Baccellia,WR,-63,-73
Antwane Wells Jr.,WR,-61,-73
Austin Trammell,WR,-63,-73
Brandin Cooks,WR,-62,-73
Dylan Drummond,WR,-63,-73
James Proche,WR,-63,-73
Simi Fehoko,WR,-63,-73
Charlie Jones,WR,-64,-74
Cody White,WR,-63,-75
Mecole Hardman,WR,-64,-75
Mason Kinsey,WR,-64,-76
Trey McBride,TE,44,53
Brock Bowers,TE,42,49
Tyler Warren,TE,38,43
Oronde Gadsden II,TE,25,27
Travis Kelce,TE,22,27
Jake Ferguson,TE,17,22
George Kittle,TE,21,20
Juwan Johnson,TE,15,16
Dallas Goedert,TE,15,15
Kyle Pitts,TE,12,15
Dalton Schultz,TE,7,8
Harold Fannin Jr.,TE,5,4
Mark Andrews,TE,7,4
Brenton Strange,TE,5,3
Cade Otton,TE,3,3
Colston Loveland,TE,4,2
Zach Ertz,TE,2,2
Theo Johnson,TE,3,1
AJ Barner,TE,0,0
Dalton Kincaid,TE,1,0
Hunter Henry,TE,1,0
Isaiah Likely,TE,2,0
Mason Taylor,TE,-1,-3
Mike Gesicki,TE,-1,-3
Taysom Hill,TE,4,-3
Darren Waller,TE,-3,-5
T.J. Hockenson,TE,-5,-5
David Njoku,TE,-5,-6
Colby Parkinson,TE,-4,-7
Chigoziem Okonkwo,TE,-10,-13
Gunnar Helm,TE,-9,-14
Evan Engram,TE,-14,-15
Pat Freiermuth,TE,-13,-18
Jonnu Smith,TE,-21,-26
Luke Musgrave,TE,-21,-26
Cole Kmet,TE,-22,-28
Dawson Knox,TE,-23,-30
Ja'Tavion Sanders,TE,-26,-31
Elijah Arroyo,TE,-25,-34
Terrance Ferguson,TE,-29,-37
Tyler Higbee,TE,-29,-37
Darnell Washington,TE,-30,-39
Noah Fant,TE,-32,-39
Daniel Bellinger,TE,-34,-40
Michael Mayer,TE,-32,-40
Greg Dulcich,TE,-32,-41
Davis Allen,TE,-34,-42
Tommy Tremble,TE,-35,-42
Foster Moreau,TE,-39,-47
Noah Gray,TE,-38,-47
Elijah Higgins,TE,-41,-49
Brock Wright,TE,-42,-52
Austin Hooper,TE,-45,-54
Josh Oliver,TE,-42,-54
Will Dissly,TE,-46,-55
Luke Schoonmaker,TE,-47,-57
Harrison Bryant,TE,-50,-60
Grant Calcaterra,TE,-49,-61
Jake Tonges,TE,-51,-61
Cade Stover,TE,-53,-63
Adam Trautman,TE,-52,-64
Drew Sample,TE,-53,-64
Jackson Hawes,TE,-54,-64
Jeremy Ruckert,TE,-52,-64
Julian Hill,TE,-54,-64
Ben Sinnott,TE,-53,-65
Tyler Conklin,TE,-54,-65
Charlie Kolar,TE,-54,-66
Kylen Granson,TE,-53,-66
Johnny Mundt,TE,-55,-67
Charlie Woerner,TE,-57,-68
Mo Alie-Cox,TE,-57,-68
Jake Briningstool,TE,-56,-69
Josh Whyle,TE,-56,-69
Nate Adkins,TE,-56,-69
John Bates,TE,-58,-70
Brevyn Spann-Ford,TE,-57,-71
Andrew Ogletree,TE,-59,-72
Devin Culp,TE,-61,-72
Hunter Long,TE,-60,-72
Jared Wiley,TE,-59,-72
Payne Durham,TE,-59,-72
Tanner McLachlan,TE,-58,-72
Will Mallory,TE,-59,-72
Mitchell Evans,TE,-61,-73
Gavin Bartholomew,TE,-63,-76
Connor Heyward,TE,-64,-77
Robbie Ouzts,TE,-64,-77
Tanner Hudson,TE,-63,-77
Thomas Fidone II,TE,-65,-77
Durham Smythe,TE,-65,-78
John FitzPatrick,TE,-65,-79
Moliki Matavao,TE,-66,-80
Anthony Firkser,TE,-68,-82
Robert Tonyan,TE,-68,-82
Joshua Simon,TE,-68,-84
Luke Lachey,TE,-68,-84
Ross Dwelley,TE,-68,-84
Quintin Morris,TE,-71,-85
